transaction_id,merchant_id,customer_id_hash,amount_inr,payment_method,failure_code,failure_category,attempt_number,customer_success_rate,previous_failed_attempts,time_since_failure_minutes,subscription_flag,merchant_category,device_change_flag,recovery_outcome,recovered_amount,event_timestamp
TXN000301,M009,0939a581584b418d,1332.97,netbanking,CARD_EXPIRED,expired_or_invalid_method,2,0.795,1,1351,False,utilities,False,not_recovered,0.0,2026-07-19T16:41:00
TXN000302,M026,97573e1187d2ae8f,1120.27,card,INVALID_UPI_ID,expired_or_invalid_method,1,0.485,0,187,True,subscription,False,recovered,1120.27,2026-05-16T09:09:00
TXN000303,M012,34152c0a424d827d,1255.05,wallet,INVALID_UPI_ID,expired_or_invalid_method,2,0.567,1,1224,False,utilities,True,not_recovered,0.0,2026-07-30T17:07:00
TXN000304,M017,3a3b7d81d8525b1d,1247.41,card,NETWORK_ERROR,temporary_bank_or_network,2,0.374,2,348,False,e_commerce,False,not_recovered,0.0,2026-05-10T00:00:00
TXN000305,M009,b824196f76e3389f,280.84,netbanking,INSUFFICIENT_BALANCE,insufficient_funds,1,0.108,1,141,False,utilities,False,not_recovered,0.0,2026-05-18T12:08:00
TXN000306,M008,6ee785b22401b7a2,451.97,wallet,INSUFFICIENT_BALANCE,insufficient_funds,1,0.257,0,149,True,subscription,False,not_recovered,0.0,2026-07-17T06:29:00
TXN000307,M027,f6475be29d63dafc,555.37,card,GATEWAY_TIMEOUT,temporary_bank_or_network,1,0.667,0,696,False,utilities,False,recovered,555.37,2026-07-28T07:33:00
TXN000308,M021,9890092e116a985b,685.25,wallet,INVALID_CARD,expired_or_invalid_method,1,0.263,0,540,True,subscription,False,recovered,685.25,2026-05-06T12:20:00
TXN000309,M016,5b198eea66221735,564.11,card,INSUFFICIENT_BALANCE,insufficient_funds,3,0.464,2,390,False,food_delivery,False,recovered,564.11,2026-07-05T16:11:00
TXN000310,M020,2bf234fd7d4dd2c8,1064.96,upi,NETWORK_ERROR,temporary_bank_or_network,3,0.724,3,14,True,subscription,False,recovered,1064.96,2026-07-26T07:33:00
TXN000311,M029,f6475be29d63dafc,578.8,wallet,USER_CANCELLED,customer_abandonment,1,0.251,1,1182,False,utilities,False,not_recovered,0.0,2026-07-27T06:51:00
TXN000312,M025,c70fd554d59b05d7,13733.34,wallet,INSUFFICIENT_BALANCE,insufficient_funds,1,0.575,1,25,False,education,False,recovered,13733.34,2026-07-19T12:54:00
TXN000313,M006,90c8c067fdb07cab,603.94,emi,GATEWAY_TIMEOUT,temporary_bank_or_network,4,0.432,3,432,True,subscription,False,not_recovered,0.0,2026-06-04T17:52:00
TXN000314,M022,1bb2a2c4787f49ff,7852.01,card,RISK_BLOCKED,suspected_risk,2,0.706,1,402,False,education,True,not_recovered,0.0,2026-07-12T07:52:00
TXN000315,M016,3a77883590865890,180.48,netbanking,OTHER,unknown,3,0.425,3,997,False,food_delivery,False,not_recovered,0.0,2026-05-04T18:26:00
TXN000316,M016,22ad430c9a02d762,339.08,card,INSUFFICIENT_BALANCE,insufficient_funds,1,0.459,0,528,False,food_delivery,False,not_recovered,0.0,2026-06-17T00:49:00
TXN000317,M019,99fea4da4a996e39,1257.5,wallet,NETWORK_ERROR,temporary_bank_or_network,2,0.418,1,916,False,e_commerce,False,not_recovered,0.0,2026-07-13T18:17:00
TXN000318,M014,e463e08145da7bb4,2302.61,wallet,INSUFFICIENT_BALANCE,insufficient_funds,3,0.195,2,649,False,e_commerce,False,not_recovered,0.0,2026-05-15T02:00:00
TXN000319,M025,10fef4ec212cd2a3,15550.74,card,OTP_FAILED,authentication_failure,1,0.299,0,48,False,education,False,recovered,15550.74,2026-07-21T16:49:00
TXN000320,M003,e2f42113de792a62,2482.08,card,CARD_EXPIRED,expired_or_invalid_method,1,0.76,0,213,False,e_commerce,False,recovered,2482.08,2026-05-09T10:42:00
TXN000321,M010,1ad9e1a145be2b51,50.0,wallet,INVALID_UPI_ID,expired_or_invalid_method,1,0.346,0,667,False,e_commerce,False,recovered,50.0,2026-05-22T08:49:00
TXN000322,M018,df479e4bc4cb9e38,2172.73,netbanking,INVALID_UPI_ID,expired_or_invalid_method,1,0.6,1,1073,False,e_commerce,False,not_recovered,0.0,2026-06-17T07:34:00
TXN000323,M015,a44d56daf294b11b,14048.77,upi,INSUFFICIENT_BALANCE,insufficient_funds,1,0.267,0,280,False,education,False,recovered,14048.77,2026-05-31T13:47:00
TXN000324,M010,fdbf14d82ec25777,1822.37,card,3DS_FAILED,authentication_failure,1,0.486,0,809,False,e_commerce,False,not_recovered,0.0,2026-05-10T10:42:00
TXN000325,M003,cbe4058228c83948,1102.1,card,INVALID_UPI_ID,expired_or_invalid_method,1,0.746,1,584,False,e_commerce,False,recovered,1102.1,2026-07-23T17:47:00
TXN000326,M015,93f75a60b7878af8,13816.77,upi,GATEWAY_TIMEOUT,temporary_bank_or_network,2,0.236,1,1096,False,education,True,recovered,13816.77,2026-06-25T14:49:00
TXN000327,M001,5c9a8bb70db666ab,165.19,upi,BANK_TIMEOUT,temporary_bank_or_network,1,0.327,0,1021,False,utilities,False,recovered,165.19,2026-07-13T22:06:00
TXN000328,M018,79c74427a45e9fc9,2160.46,emi,NETWORK_ERROR,temporary_bank_or_network,3,0.823,2,250,False,e_commerce,False,recovered,2160.46,2026-06-12T08:53:00
TXN000329,M007,826574eedc045831,863.04,upi,OTP_FAILED,authentication_failure,2,0.577,1,640,True,subscription,False,recovered,863.04,2026-05-22T06:14:00
TXN000330,M010,7021f87aec21ac07,31891.2,card,INSUFFICIENT_BALANCE,insufficient_funds,1,0.165,1,1297,False,e_commerce,False,not_recovered,0.0,2026-05-18T19:55:00
TXN000331,M002,27d452fb98a9b9f8,2849.21,upi,3DS_FAILED,authentication_failure,1,0.463,1,510,False,e_commerce,False,recovered,2849.21,2026-05-12T21:58:00
TXN000332,M023,530ed10fd420e392,20657.35,upi,3DS_FAILED,authentication_failure,1,0.438,0,1321,False,education,False,recovered,20657.35,2026-06-05T17:25:00
TXN000333,M024,3a77883590865890,770.27,upi,GATEWAY_TIMEOUT,temporary_bank_or_network,1,0.366,1,1428,False,e_commerce,False,not_recovered,0.0,2026-06-02T14:37:00
TXN000334,M028,b463afaaef29c93a,894.18,wallet,NETWORK_ERROR,temporary_bank_or_network,1,0.28,0,752,False,utilities,False,not_recovered,0.0,2026-05-28T11:04:00
TXN000335,M020,c257a15fbf5fd126,220.15,card,3DS_FAILED,authentication_failure,2,0.893,2,389,True,subscription,False,not_recovered,0.0,2026-06-20T10:01:00
TXN000336,M017,befeff58d1dea53c,1817.55,upi,BANK_TIMEOUT,temporary_bank_or_network,4,0.538,3,995,False,e_commerce,False,not_recovered,0.0,2026-05-10T10:45:00
TXN000337,M023,c5f4dc4f1c23bd32,27758.33,netbanking,BANK_TIMEOUT,temporary_bank_or_network,1,0.501,1,428,False,education,False,recovered,27758.33,2026-05-11T21:56:00
TXN000338,M029,bae4a8791d82a1b6,707.15,card,RISK_BLOCKED,suspected_risk,2,0.545,1,84,False,utilities,True,not_recovered,0.0,2026-07-22T16:38:00
TXN000339,M024,fdbf14d82ec25777,408.11,netbanking,CARD_EXPIRED,expired_or_invalid_method,1,0.613,1,367,False,e_commerce,False,not_recovered,0.0,2026-05-19T11:47:00
TXN000340,M014,27cbdde801b3160a,1267.63,emi,NETWORK_ERROR,temporary_bank_or_network,1,0.581,0,1094,False,e_commerce,False,recovered,1267.63,2026-06-16T13:15:00
TXN000341,M028,20dd1beddd1c0e72,1334.97,card,INSUFFICIENT_BALANCE,insufficient_funds,2,0.282,2,1118,False,utilities,False,not_recovered,0.0,2026-06-04T08:44:00
TXN000342,M002,17bf07ca241f2a94,50.0,upi,INVALID_UPI_ID,expired_or_invalid_method,1,0.495,0,440,False,e_commerce,False,not_recovered,0.0,2026-05-04T14:35:00
TXN000343,M019,e463e08145da7bb4,1770.17,netbanking,NETWORK_ERROR,temporary_bank_or_network,1,0.211,0,1193,False,e_commerce,False,not_recovered,0.0,2026-05-20T16:35:00
TXN000344,M026,d6476d5c8d8414c0,853.34,card,NETWORK_ERROR,temporary_bank_or_network,2,0.457,2,1316,True,subscription,False,recovered,853.34,2026-05-19T10:59:00
TXN000345,M025,e0358be30a6bde19,25084.33,upi,INSUFFICIENT_BALANCE,insufficient_funds,3,0.525,2,465,False,education,False,recovered,25084.33,2026-05-12T10:57:00
TXN000346,M011,75110870a7e6fd1b,81.92,upi,CARD_EXPIRED,expired_or_invalid_method,1,0.136,1,805,False,utilities,False,recovered,81.92,2026-05-19T06:47:00
TXN000347,M026,74bf6d8751ad101c,174.61,upi,NETWORK_ERROR,temporary_bank_or_network,1,0.224,1,175,True,subscription,False,recovered,174.61,2026-05-31T04:55:00
TXN000348,M019,b3dfa87391c5561c,2357.1,upi,CARD_EXPIRED,expired_or_invalid_method,4,0.159,4,881,False,e_commerce,False,not_recovered,0.0,2026-07-20T20:10:00
TXN000349,M012,f4af42fabdfc3ab9,1847.08,upi,INSUFFICIENT_BALANCE,insufficient_funds,2,0.469,1,717,False,utilities,False,recovered,1847.08,2026-07-26T16:02:00
TXN000350,M025,c07d9647752dc635,14499.24,card,BANK_TIMEOUT,temporary_bank_or_network,1,0.898,1,590,False,education,True,recovered,14499.24,2026-07-17T13:36:00
TXN000351,M007,1f1bf872d2c8b307,456.71,card,NETWORK_ERROR,temporary_bank_or_network,2,0.606,2,290,True,subscription,False,recovered,456.71,2026-05-25T22:31:00
TXN000352,M007,11f77ce6bce34ddb,345.97,emi,BANK_TIMEOUT,temporary_bank_or_network,1,0.662,0,1352,True,subscription,False,recovered,345.97,2026-06-24T01:51:00
TXN000353,M017,5331938d6cf641bd,481.07,upi,USER_CANCELLED,customer_abandonment,1,0.359,1,1026,False,e_commerce,False,not_recovered,0.0,2026-05-25T13:36:00
TXN000354,M006,b6fe03b0bd6b5c34,423.73,wallet,INSUFFICIENT_BALANCE,insufficient_funds,2,0.987,1,565,True,subscription,False,not_recovered,0.0,2026-06-12T23:00:00
TXN000355,M008,bd39a817b99d931e,478.91,upi,INSUFFICIENT_BALANCE,insufficient_funds,1,0.671,1,1255,True,subscription,False,not_recovered,0.0,2026-06-07T13:21:00
TXN000356,M018,cf38603550896a3c,937.99,wallet,NETWORK_ERROR,temporary_bank_or_network,1,0.443,1,283,False,e_commerce,False,recovered,937.99,2026-05-25T19:24:00
TXN000357,M025,d6f1fa5596f0c8ae,17243.15,upi,INVALID_CARD,expired_or_invalid_method,2,0.437,1,243,False,education,False,not_recovered,0.0,2026-06-21T09:53:00
TXN000358,M024,d44a999782b79f86,1373.02,card,NETWORK_ERROR,temporary_bank_or_network,1,0.474,0,1254,False,e_commerce,False,recovered,1373.02,2026-05-14T16:08:00
TXN000359,M001,1a1c5b66b0e2c503,1617.64,netbanking,BANK_TIMEOUT,temporary_bank_or_network,2,0.554,1,1331,False,utilities,False,recovered,1617.64,2026-07-07T16:17:00
TXN000360,M001,0acf96494b4a9f70,641.05,upi,MANDATE_FAILED,subscription_failure,2,0.412,1,900,True,utilities,False,not_recovered,0.0,2026-06-20T08:23:00
TXN000361,M025,00fb65c42ae8e0d0,50.0,netbanking,INVALID_UPI_ID,expired_or_invalid_method,3,0.462,3,1172,False,education,False,not_recovered,0.0,2026-05-26T20:17:00
TXN000362,M002,0c61d17ba33413fd,1509.82,netbanking,CARD_EXPIRED,expired_or_invalid_method,1,0.213,1,1292,False,e_commerce,False,not_recovered,0.0,2026-06-05T10:25:00
TXN000363,M010,2faad977983c9bad,424.49,upi,NETWORK_ERROR,temporary_bank_or_network,1,0.797,0,950,False,e_commerce,False,recovered,424.49,2026-05-18T00:15:00
TXN000364,M011,043377f012254450,1487.17,netbanking,BANK_TIMEOUT,temporary_bank_or_network,1,0.889,1,185,False,utilities,False,recovered,1487.17,2026-07-11T19:47:00
TXN000365,M021,10fef4ec212cd2a3,675.77,card,BANK_TIMEOUT,temporary_bank_or_network,2,0.386,2,1128,True,subscription,False,recovered,675.77,2026-05-08T18:53:00
TXN000366,M025,3645026c33418c5d,517.89,upi,INSUFFICIENT_BALANCE,insufficient_funds,1,0.235,0,270,False,education,False,not_recovered,0.0,2026-07-30T08:21:00
TXN000367,M026,aa9037324164a988,1219.9,card,INVALID_UPI_ID,expired_or_invalid_method,1,0.443,1,163,True,subscription,False,not_recovered,0.0,2026-05-12T04:59:00
TXN000368,M006,b64ce2483531c221,625.62,card,BANK_TIMEOUT,temporary_bank_or_network,1,0.753,0,612,True,subscription,False,not_recovered,0.0,2026-07-18T09:47:00
TXN000369,M010,a781d22591994bc8,1536.95,card,3DS_FAILED,authentication_failure,1,0.555,0,74,False,e_commerce,False,not_recovered,0.0,2026-07-23T09:25:00
TXN000370,M016,3a77883590865890,655.49,card,BANK_TIMEOUT,temporary_bank_or_network,3,0.526,2,1426,False,food_delivery,False,not_recovered,0.0,2026-05-19T02:32:00
TXN000371,M024,773419201757799b,1006.16,wallet,INSUFFICIENT_BALANCE,insufficient_funds,3,0.76,2,725,False,e_commerce,False,not_recovered,0.0,2026-05-29T07:12:00
TXN000372,M008,93899ac8ad7337d0,368.8,upi,UNKNOWN_ERROR,unknown,1,0.767,1,425,True,subscription,False,not_recovered,0.0,2026-06-09T22:27:00
TXN000373,M021,3beb4a5e00a3f708,803.93,netbanking,BANK_TIMEOUT,temporary_bank_or_network,1,0.407,0,664,True,subscription,False,not_recovered,0.0,2026-05-20T02:59:00
TXN000374,M007,46f553c099ee034e,777.15,netbanking,RISK_BLOCKED,suspected_risk,1,0.721,0,987,False,subscription,True,not_recovered,0.0,2026-05-24T12:34:00
TXN000375,M030,b4541dddc1357643,9698.14,card,FRAUD_SUSPECTED,suspected_risk,1,0.617,1,39,False,education,True,not_recovered,0.0,2026-06-16T21:45:00
TXN000376,M001,e0e09683e03f4b7d,211.45,card,UNKNOWN_ERROR,unknown,2,0.48,1,1219,False,utilities,False,not_recovered,0.0,2026-06-22T13:16:00
TXN000377,M003,915187595f38b819,2388.15,wallet,USER_CANCELLED,customer_abandonment,1,0.259,0,230,False,e_commerce,False,not_recovered,0.0,2026-05-28T23:09:00
TXN000378,M005,f09b5f597d2ec348,9703.97,card,INSUFFICIENT_BALANCE,insufficient_funds,1,0.319,1,202,False,travel,False,recovered,9703.97,2026-05-06T19:29:00
TXN000379,M013,bce73090a8dc2c76,17684.43,upi,BANK_TIMEOUT,temporary_bank_or_network,1,0.641,0,179,False,education,False,recovered,17684.43,2026-06-22T23:14:00
TXN000380,M029,7d319c289132dd6b,1020.48,upi,INSUFFICIENT_BALANCE,insufficient_funds,1,0.653,0,1375,False,utilities,False,recovered,1020.48,2026-06-26T20:06:00
TXN000381,M017,11c065a535fb7ac0,2169.05,card,NETWORK_ERROR,temporary_bank_or_network,1,0.607,0,581,False,e_commerce,False,recovered,2169.05,2026-05-23T08:52:00
TXN000382,M029,eae466bbcfe88ad3,1656.15,upi,BANK_TIMEOUT,temporary_bank_or_network,1,0.548,0,1214,False,utilities,False,recovered,1656.15,2026-06-04T02:58:00
TXN000383,M007,50e2306b6c8cb38f,161.96,card,BANK_TIMEOUT,temporary_bank_or_network,2,0.472,2,1431,False,subscription,False,recovered,161.96,2026-06-02T07:57:00
TXN000384,M028,dc23a12115f415b1,1451.04,upi,TIMEOUT_ABANDONED,customer_abandonment,1,0.624,1,666,False,utilities,False,not_recovered,0.0,2026-06-01T20:09:00
TXN000385,M006,fe58eab76bd6843f,285.82,upi,3DS_FAILED,authentication_failure,1,0.56,0,220,True,subscription,False,recovered,285.82,2026-06-10T03:51:00
TXN000386,M018,18962597ea9de602,512.08,card,UNKNOWN_ERROR,unknown,1,0.451,0,883,False,e_commerce,False,not_recovered,0.0,2026-06-18T05:25:00
TXN000387,M022,5254027bb48441f5,17041.62,netbanking,OTP_FAILED,authentication_failure,2,0.355,1,667,False,education,False,recovered,17041.62,2026-07-23T03:35:00
TXN000388,M025,ec6d97b8845f38e9,10800.73,upi,INSUFFICIENT_BALANCE,insufficient_funds,2,0.454,1,1190,False,education,False,not_recovered,0.0,2026-07-31T19:00:00
TXN000389,M010,bc00e3d394ab3969,936.86,upi,INVALID_UPI_ID,expired_or_invalid_method,1,0.499,0,1168,False,e_commerce,False,not_recovered,0.0,2026-06-17T20:58:00
TXN000390,M017,49b49637f105c3db,50.0,wallet,FRAUD_SUSPECTED,suspected_risk,3,0.459,2,109,False,e_commerce,True,not_recovered,0.0,2026-06-16T20:16:00
TXN000391,M008,012d14734a56c422,408.67,emi,OTP_FAILED,authentication_failure,1,0.421,0,433,True,subscription,False,recovered,408.67,2026-06-15T09:46:00
TXN000392,M022,f8eb823fed02ea2d,15761.57,upi,BANK_TIMEOUT,temporary_bank_or_network,1,0.514,0,1348,False,education,False,recovered,15761.57,2026-07-21T19:19:00
TXN000393,M015,c46523a020609a44,14184.46,wallet,INVALID_UPI_ID,expired_or_invalid_method,1,0.501,0,728,False,education,False,recovered,14184.46,2026-07-01T06:53:00
TXN000394,M019,c5844ed7052b8e2a,1850.04,card,BANK_TIMEOUT,temporary_bank_or_network,1,0.409,0,987,False,e_commerce,False,recovered,1850.04,2026-05-25T14:28:00
TXN000395,M029,73fd0e30db6a7dbc,474.55,upi,GATEWAY_TIMEOUT,temporary_bank_or_network,2,0.519,2,1298,False,utilities,False,recovered,474.55,2026-05-24T23:38:00
TXN000396,M016,d1cb2a2e52477d94,301.27,upi,OTP_FAILED,authentication_failure,1,0.162,0,1224,False,food_delivery,False,recovered,301.27,2026-05-20T15:07:00
TXN000397,M006,a781d22591994bc8,744.05,card,BANK_TIMEOUT,temporary_bank_or_network,3,0.256,3,260,False,subscription,False,not_recovered,0.0,2026-06-26T14:37:00
TXN000398,M004,c70fd554d59b05d7,810.94,upi,TIMEOUT_ABANDONED,customer_abandonment,2,0.627,2,536,False,utilities,False,not_recovered,0.0,2026-07-08T06:00:00
TXN000399,M003,d6f1fa5596f0c8ae,607.23,netbanking,INVALID_UPI_ID,expired_or_invalid_method,3,0.583,2,785,False,e_commerce,False,not_recovered,0.0,2026-06-17T22:09:00
TXN000400,M004,064cc3376df1bd31,1513.76,upi,NETWORK_ERROR,temporary_bank_or_network,1,0.712,0,1091,False,utilities,False,recovered,1513.76,2026-06-12T07:49:00
TXN000401,M014,a558c702fd3f6412,2707.03,wallet,GATEWAY_TIMEOUT,temporary_bank_or_network,2,0.82,1,1399,False,e_commerce,False,not_recovered,0.0,2026-06-06T03:10:00
TXN000402,M011,0acf96494b4a9f70,1624.21,upi,GATEWAY_TIMEOUT,temporary_bank_or_network,1,0.523,1,1383,False,utilities,False,recovered,1624.21,2026-05-17T17:21:00
TXN000403,M006,b8c530e8a877887a,646.76,wallet,CARD_EXPIRED,expired_or_invalid_method,3,0.468,2,1404,True,subscription,False,recovered,646.76,2026-07-28T02:52:00
TXN000404,M022,af6154f15223e640,21008.85,upi,MANDATE_FAILED,subscription_failure,2,0.346,1,770,True,education,False,not_recovered,0.0,2026-05-20T17:42:00
TXN000405,M009,23ca40f3dcde437a,690.69,upi,INSUFFICIENT_BALANCE,insufficient_funds,4,0.724,4,875,False,utilities,False,not_recovered,0.0,2026-07-22T14:33:00
TXN000406,M011,93e51a216caee66c,306.05,netbanking,GATEWAY_TIMEOUT,temporary_bank_or_network,3,0.466,2,411,False,utilities,False,recovered,306.05,2026-05-30T20:18:00
TXN000407,M007,37a11193e73cba35,861.54,upi,TIMEOUT_ABANDONED,customer_abandonment,1,0.399,0,914,True,subscription,True,recovered,861.54,2026-06-12T14:55:00
TXN000408,M013,f6475be29d63dafc,177026.59,wallet,BANK_TIMEOUT,temporary_bank_or_network,2,0.441,1,144,False,education,False,not_recovered,0.0,2026-05-31T19:52:00
TXN000409,M012,b9e9c96e1fb017ad,1438.38,upi,OTP_FAILED,authentication_failure,1,0.822,1,749,False,utilities,False,recovered,1438.38,2026-06-24T01:54:00
TXN000410,M013,f4af42fabdfc3ab9,14253.38,card,GATEWAY_TIMEOUT,temporary_bank_or_network,1,0.495,0,174,False,education,False,recovered,14253.38,2026-07-07T19:14:00
TXN000411,M019,481c336390125fa4,2615.02,netbanking,INSUFFICIENT_BALANCE,insufficient_funds,1,0.572,1,921,False,e_commerce,False,recovered,2615.02,2026-07-26T10:10:00
TXN000412,M022,caabafba58b4e4b3,15703.14,wallet,INSUFFICIENT_BALANCE,insufficient_funds,2,0.364,2,148,False,education,True,not_recovered,0.0,2026-05-09T23:21:00
TXN000413,M002,5460d1f8376ab53b,2375.24,netbanking,OTP_FAILED,authentication_failure,1,0.769,0,200,False,e_commerce,False,recovered,2375.24,2026-07-18T20:07:00
TXN000414,M008,a230f0555a918e4b,952.39,upi,3DS_FAILED,authentication_failure,3,0.501,3,1402,True,subscription,False,not_recovered,0.0,2026-07-04T22:27:00
TXN000415,M004,d44a999782b79f86,1466.42,card,NETWORK_ERROR,temporary_bank_or_network,1,0.267,1,499,False,utilities,False,not_recovered,0.0,2026-05-14T11:10:00
TXN000416,M016,ce955b85aa604c08,476.12,card,BANK_TIMEOUT,temporary_bank_or_network,1,0.65,0,582,False,food_delivery,False,recovered,476.12,2026-06-01T00:23:00
TXN000417,M009,caabafba58b4e4b3,1003.67,upi,INSUFFICIENT_BALANCE,insufficient_funds,1,0.324,0,369,False,utilities,False,not_recovered,0.0,2026-06-23T12:08:00
TXN000418,M007,acd374b7ae809b84,516.64,upi,UNKNOWN_ERROR,unknown,2,0.486,2,1283,False,subscription,False,not_recovered,0.0,2026-07-07T20:10:00
TXN000419,M030,c6a75c801e7374f4,8146.86,wallet,INSUFFICIENT_BALANCE,insufficient_funds,1,0.209,0,430,False,education,False,not_recovered,0.0,2026-07-26T20:27:00
TXN000420,M006,049108352b5e1c1d,1068.24,upi,3DS_FAILED,authentication_failure,1,0.657,0,668,True,subscription,False,not_recovered,0.0,2026-06-20T16:09:00
TXN000421,M004,88109e1116322321,1459.37,card,OTP_FAILED,authentication_failure,3,0.482,2,1199,False,utilities,False,not_recovered,0.0,2026-06-03T17:56:00
TXN000422,M024,534e68ad6e1d2ab9,1480.15,netbanking,INVALID_CARD,expired_or_invalid_method,4,0.184,3,1165,False,e_commerce,True,not_recovered,0.0,2026-06-02T08:21:00
TXN000423,M008,1f2c03763f889524,1106.45,upi,INVALID_UPI_ID,expired_or_invalid_method,2,0.742,2,1133,True,subscription,False,not_recovered,0.0,2026-07-04T03:49:00
TXN000424,M001,dee4a2c6e1f075ee,1811.76,card,OTP_FAILED,authentication_failure,1,0.328,0,1212,False,utilities,False,not_recovered,0.0,2026-07-31T09:45:00
TXN000425,M016,0ccea09121fd6c10,4728.63,card,BANK_TIMEOUT,temporary_bank_or_network,1,0.753,0,201,False,food_delivery,False,recovered,4728.63,2026-07-04T19:29:00
TXN000426,M003,e844de34b122e6ef,2948.79,wallet,INSUFFICIENT_BALANCE,insufficient_funds,1,0.515,1,1196,False,e_commerce,True,recovered,2948.79,2026-07-14T10:10:00
TXN000427,M021,1de64c734f0fa208,608.42,card,OTP_FAILED,authentication_failure,2,0.613,1,67,True,subscription,False,not_recovered,0.0,2026-05-19T16:56:00
TXN000428,M029,20f25a3e6be42ae6,271.6,upi,OTP_FAILED,authentication_failure,1,0.208,1,785,False,utilities,False,recovered,271.6,2026-06-15T11:30:00
TXN000429,M003,92235f2b07028659,1826.07,card,OTP_FAILED,authentication_failure,1,0.176,0,980,False,e_commerce,False,recovered,1826.07,2026-07-03T13:04:00
TXN000430,M022,d9feeeaa06e75916,50.0,upi,GATEWAY_TIMEOUT,temporary_bank_or_network,1,0.477,0,252,False,education,False,recovered,50.0,2026-05-24T14:02:00
TXN000431,M022,88303bbae343cf4a,18984.72,card,NETWORK_ERROR,temporary_bank_or_network,3,0.489,2,591,False,education,False,recovered,18984.72,2026-07-13T07:04:00
TXN000432,M021,f7482e46097c3e63,683.68,upi,GATEWAY_TIMEOUT,temporary_bank_or_network,1,0.447,0,1321,False,subscription,True,not_recovered,0.0,2026-07-29T16:05:00
TXN000433,M011,56d4ce4be26a5bcf,719.03,card,CARD_EXPIRED,expired_or_invalid_method,2,0.576,1,1086,False,utilities,False,not_recovered,0.0,2026-06-22T18:09:00
TXN000434,M012,a76bd36218abd356,1372.29,netbanking,3DS_FAILED,authentication_failure,1,0.62,0,1267,False,utilities,False,not_recovered,0.0,2026-06-25T17:47:00
TXN000435,M023,f1f1174724da9048,13158.7,upi,NETWORK_ERROR,temporary_bank_or_network,1,0.508,0,758,False,education,False,recovered,13158.7,2026-06-17T18:58:00
TXN000436,M006,50e2306b6c8cb38f,569.5,netbanking,GATEWAY_TIMEOUT,temporary_bank_or_network,1,0.858,0,656,False,subscription,False,recovered,569.5,2026-05-23T06:41:00
TXN000437,M016,ccc861c7dc9684b1,645.56,card,AUTO_DEBIT_FAILED,subscription_failure,4,0.356,4,906,True,food_delivery,False,not_recovered,0.0,2026-05-06T05:12:00
TXN000438,M020,9890092e116a985b,822.18,card,INSUFFICIENT_BALANCE,insufficient_funds,1,0.361,1,570,True,subscription,False,not_recovered,0.0,2026-06-04T00:54:00
TXN000439,M017,74bf6d8751ad101c,2855.74,upi,NETWORK_ERROR,temporary_bank_or_network,1,0.284,1,1366,False,e_commerce,False,recovered,2855.74,2026-06-14T23:36:00
TXN000440,M015,92235f2b07028659,26786.2,upi,BANK_TIMEOUT,temporary_bank_or_network,2,0.579,1,907,False,education,False,recovered,26786.2,2026-06-07T09:52:00
TXN000441,M003,4f4d4fcfe2260e35,2584.72,netbanking,NETWORK_ERROR,temporary_bank_or_network,1,0.526,1,1210,False,e_commerce,False,recovered,2584.72,2026-06-08T18:02:00
TXN000442,M025,257468f4e46b13ed,19061.12,netbanking,NETWORK_ERROR,temporary_bank_or_network,3,0.298,2,619,False,education,False,recovered,19061.12,2026-05-21T08:11:00
TXN000443,M005,26ab9e6dc7d99633,2142.18,emi,GATEWAY_TIMEOUT,temporary_bank_or_network,2,0.563,2,590,False,travel,False,recovered,2142.18,2026-07-16T14:33:00
TXN000444,M020,6928f61abd9f7f80,623.33,card,CARD_EXPIRED,expired_or_invalid_method,3,0.83,3,245,True,subscription,False,recovered,623.33,2026-07-29T15:09:00
TXN000445,M011,2faad977983c9bad,893.31,upi,USER_CANCELLED,customer_abandonment,1,0.207,0,1304,False,utilities,False,not_recovered,0.0,2026-07-22T06:28:00
TXN000446,M025,53341ad3347a4433,19879.64,upi,INVALID_UPI_ID,expired_or_invalid_method,1,0.85,0,1403,False,education,False,recovered,19879.64,2026-05-03T00:31:00
TXN000447,M012,4f4d4fcfe2260e35,1439.4,emi,BANK_TIMEOUT,temporary_bank_or_network,1,0.595,0,334,False,utilities,False,recovered,1439.4,2026-05-21T03:04:00
TXN000448,M028,1d1f7f3695f0bf31,1550.16,upi,OTP_FAILED,authentication_failure,2,0.667,1,239,False,utilities,False,recovered,1550.16,2026-05-31T12:07:00
TXN000449,M027,08a670a30534a6bc,1406.79,card,USER_CANCELLED,customer_abandonment,2,0.238,1,243,False,utilities,False,not_recovered,0.0,2026-07-15T16:51:00
TXN000450,M023,2b6d5a637552c2bc,11744.98,upi,BANK_TIMEOUT,temporary_bank_or_network,2,0.075,1,1352,False,education,False,recovered,11744.98,2026-07-16T15:22:00
TXN000451,M001,22ad430c9a02d762,2176.63,wallet,3DS_FAILED,authentication_failure,3,0.394,2,1374,False,utilities,False,not_recovered,0.0,2026-05-18T12:08:00
TXN000452,M025,e9fc94fe7357b304,22831.47,card,CARD_EXPIRED,expired_or_invalid_method,1,0.646,1,393,False,education,False,not_recovered,0.0,2026-05-24T23:52:00
TXN000453,M007,0ccea09121fd6c10,912.99,upi,USER_CANCELLED,customer_abandonment,2,0.699,1,371,True,subscription,False,not_recovered,0.0,2026-06-09T20:09:00
